user_id,signup_date,plan_type,region,device_type,logins_per_month,session_durations,payments,churned,churn_date,avg_logins,avg_session,failed_payments,duration,event_observed
U1012,2024-01-16,basic,UK,desktop,"[2, 3, 1, 7, 6, 10]","[169.6, 37.0, 98.4, 113.2, 132.8, 154.5]","[{'date': '2024-01-16', 'status': 'success'}, {'date': '2024-02-15', 'status': 'success'}, {'date': '2024-03-16', 'status': 'success'}, {'date': '2024-04-15', 'status': 'failed'}, {'date': '2024-05-15', 'status': 'failed'}, {'date': '2024-06-14', 'status': 'success'}]",False,,4.833333333333333,117.58333333333333,2,167,0
U1013,2024-01-08,free,UK,TV,"[3, 6, 5, 7, 5, 7]","[131.0, 69.4, 147.7, 138.1, 78.0, 57.3]","[{'date': '2024-01-08', 'status': 'success'}, {'date': '2024-02-07', 'status': 'success'}, {'date': '2024-03-08', 'status': 'success'}, {'date': '2024-04-07', 'status': 'success'}, {'date': '2024-05-07', 'status': 'failed'}, {'date': '2024-06-06', 'status': 'failed'}]",False,,5.5,103.58333333333333,2,175,0
U1014,2024-01-29,free,US,desktop,"[3, 2, 2, 10, 3, 9]","[91.3, 61.0, 112.7, 102.1, 130.9, 41.6]","[{'date': '2024-01-29', 'status': 'success'}, {'date': '2024-02-28', 'status': 'failed'}, {'date': '2024-03-29', 'status': 'success'}, {'date': '2024-04-28', 'status': 'success'}]",True,2024-04-28,4.833333333333333,89.93333333333334,1,90,1
U1015,2024-01-13,basic,UK,TV,"[8, 9, 8, 3, 5, 4]","[121.4, 172.3, 76.3, 131.5, 126.5, 139.5]","[{'date': '2024-01-13', 'status': 'success'}, {'date': '2024-02-12', 'status': 'success'}, {'date': '2024-03-13', 'status': 'success'}, {'date': '2024-04-12', 'status': 'success'}, {'date': '2024-05-12', 'status': 'success'}, {'date': '2024-06-11', 'status': 'success'}]",True,2024-06-11,6.166666666666667,127.91666666666667,0,150,1
U1016,2024-01-17,basic,IN,mobile,"[6, 1, 8, 10, 10, 5]","[51.6, 69.1, 182.2, 106.4, 87.5, 77.3]","[{'date': '2024-01-17', 'status': 'success'}, {'date': '2024-02-16', 'status': 'success'}, {'date': '2024-03-17', 'status': 'failed'}, {'date': '2024-04-16', 'status': 'success'}, {'date': '2024-05-16', 'status': 'failed'}, {'date': '2024-06-15', 'status': 'success'}]",False,,6.666666666666667,95.68333333333332,2,166,0
U1017,2024-01-17,basic,US,mobile,"[8, 5, 2, 8, 0, 1]","[46.0, 47.9, 136.0, 106.2, 0, 154.5]","[{'date': '2024-01-17', 'status': 'success'}, {'date': '2024-02-16', 'status': 'success'}, {'date': '2024-03-17', 'status': 'failed'}, {'date': '2024-04-16', 'status': 'success'}]",True,2024-04-16,4.0,81.76666666666667,1,90,1
U1018,2024-01-15,free,UK,mobile,"[0, 0, 7, 3, 0, 5]","[0, 0, 70.1, 59.4, 0, 43.7]","[{'date': '2024-01-15', 'status': 'success'}, {'date': '2024-02-14', 'status': 'failed'}, {'date': '2024-03-15', 'status': 'success'}, {'date': '2024-04-14', 'status': 'success'}, {'date': '2024-05-14', 'status': 'success'}, {'date': '2024-06-13', 'status': 'success'}]",False,,2.5,28.866666666666664,1,168,0
U1019,2024-01-07,free,US,mobile,"[6, 9, 7, 7, 6, 1]","[88.5, 128.9, 142.3, 96.9, 128.9, 147.8]","[{'date': '2024-01-07', 'status': 'failed'}, {'date': '2024-02-06', 'status': 'failed'}, {'date': '2024-03-07', 'status': 'success'}, {'date': '2024-04-06', 'status': 'success'}, {'date': '2024-05-06', 'status': 'success'}, {'date': '2024-06-05', 'status': 'success'}]",False,,6.0,122.21666666666665,2,176,0
U1020,2024-01-08,free,UK,TV,"[3, 3, 4, 8, 7, 8]","[90.5, 192.1, 106.6, 85.1, 139.1, 112.0]","[{'date': '2024-01-08', 'status': 'success'}, {'date': '2024-02-07', 'status': 'success'}, {'date': '2024-03-08', 'status': 'success'}, {'date': '2024-04-07', 'status': 'failed'}, {'date': '2024-05-07', 'status': 'failed'}, {'date': '2024-06-06', 'status': 'success'}]",False,,5.5,120.90000000000002,2,175,0
U1021,2024-01-06,free,US,TV,"[7, 9, 4, 5, 6, 2]","[33.3, 154.1, 178.6, 125.4, 59.8, 137.8]","[{'date': '2024-01-06', 'status': 'success'}, {'date': '2024-02-05', 'status': 'success'}, {'date': '2024-03-06', 'status': 'success'}, {'date': '2024-04-05', 'status': 'success'}, {'date': '2024-05-05', 'status': 'success'}, {'date': '2024-06-04', 'status': 'failed'}]",False,,5.5,114.83333333333333,1,177,0
U1022,2024-01-22,premium,US,desktop,"[1, 10, 8, 4, 7, 7]","[49.1, 188.2, 77.2, 44.5, 197.3, 186.1]","[{'date': '2024-01-22', 'status': 'success'}, {'date': '2024-02-21', 'status': 'success'}, {'date': '2024-03-22', 'status': 'success'}, {'date': '2024-04-21', 'status': 'success'}, {'date': '2024-05-21', 'status': 'success'}, {'date': '2024-06-20', 'status': 'success'}]",False,,6.166666666666667,123.73333333333333,0,161,0
U1023,2024-01-16,premium,UK,TV,"[7, 10, 7, 9, 1, 1]","[76.6, 176.8, 133.4, 71.4, 137.7, 196.8]","[{'date': '2024-01-16', 'status': 'success'}, {'date': '2024-02-15', 'status': 'success'}, {'date': '2024-03-16', 'status': 'success'}, {'date': '2024-04-15', 'status': 'success'}]",True,2024-04-15,5.833333333333333,132.11666666666667,0,90,1
U1024,2024-01-10,premium,IN,mobile,"[1, 5, 3, 9, 5, 3]","[127.9, 159.8, 180.9, 118.0, 174.8, 73.9]","[{'date': '2024-01-10', 'status': 'success'}, {'date': '2024-02-09', 'status': 'success'}, {'date': '2024-03-10', 'status': 'success'}, {'date': '2024-04-09', 'status': 'success'}, {'date': '2024-05-09', 'status': 'success'}]",True,2024-05-09,4.333333333333333,139.21666666666667,0,120,1
U1025,2024-01-26,free,US,TV,"[8, 9, 1, 10, 5, 3]","[186.4, 90.0, 175.6, 106.2, 191.7, 92.9]","[{'date': '2024-01-26', 'status': 'success'}, {'date': '2024-02-25', 'status': 'success'}, {'date': '2024-03-26', 'status': 'success'}, {'date': '2024-04-25', 'status': 'failed'}, {'date': '2024-05-25', 'status': 'success'}, {'date': '2024-06-24', 'status': 'failed'}]",False,,6.0,140.46666666666667,2,157,0
U1026,2024-01-18,free,US,TV,"[2, 6, 6, 7, 4, 10]","[113.1, 45.2, 112.5, 166.9, 48.2, 101.4]","[{'date': '2024-01-18', 'status': 'success'}, {'date': '2024-02-17', 'status': 'success'}, {'date': '2024-03-18', 'status': 'success'}, {'date': '2024-04-17', 'status': 'success'}, {'date': '2024-05-17', 'status': 'success'}, {'date': '2024-06-16', 'status': 'success'}]",False,,5.833333333333333,97.88333333333334,0,165,0
U1027,2024-01-10,free,US,desktop,"[3, 8, 3, 1, 7, 0]","[160.5, 107.9, 98.1, 108.8, 66.1, 0]","[{'date': '2024-01-10', 'status': 'success'}, {'date': '2024-02-09', 'status': 'success'}, {'date': '2024-03-10', 'status': 'success'}, {'date': '2024-04-09', 'status': 'success'}, {'date': '2024-05-09', 'status': 'success'}, {'date': '2024-06-08', 'status': 'success'}]",False,,3.6666666666666665,90.23333333333333,0,173,0
U1028,2024-01-18,premium,UK,desktop,"[3, 10, 7, 5, 8, 9]","[64.4, 57.5, 55.7, 156.9, 173.8, 52.9]","[{'date': '2024-01-18', 'status': 'success'}, {'date': '2024-02-17', 'status': 'success'}, {'date': '2024-03-18', 'status': 'success'}, {'date': '2024-04-17', 'status': 'success'}, {'date': '2024-05-17', 'status': 'success'}, {'date': '2024-06-16', 'status': 'success'}]",False,,7.0,93.53333333333335,0,165,0
U1029,2024-01-20,premium,UK,TV,"[3, 9, 5, 10, 7, 4]","[140.6, 198.7, 123.3, 87.0, 173.5, 30.3]","[{'date': '2024-01-20', 'status': 'success'}, {'date': '2024-02-19', 'status': 'success'}, {'date': '2024-03-20', 'status': 'success'}, {'date': '2024-04-19', 'status': 'success'}, {'date': '2024-05-19', 'status': 'success'}, {'date': '2024-06-18', 'status': 'success'}]",False,,6.333333333333333,125.56666666666665,0,163,0
U1030,2024-01-27,basic,IN,TV,"[0, 4, 3, 1, 3, 0]","[0, 178.0, 137.3, 175.5, 139.2, 0]","[{'date': '2024-01-27', 'status': 'success'}, {'date': '2024-02-26', 'status': 'success'}, {'date': '2024-03-27', 'status': 'failed'}, {'date': '2024-04-26', 'status': 'failed'}, {'date': '2024-05-26', 'status': 'success'}, {'date': '2024-06-25', 'status': 'success'}]",False,,1.8333333333333333,105.0,2,156,0
U1031,2024-01-28,premium,IN,mobile,"[6, 7, 3, 3, 8, 4]","[102.2, 40.3, 182.0, 90.6, 96.9, 105.8]","[{'date': '2024-01-28', 'status': 'success'}, {'date': '2024-02-27', 'status': 'success'}, {'date': '2024-03-28', 'status': 'success'}, {'date': '2024-04-27', 'status': 'success'}, {'date': '2024-05-27', 'status': 'success'}, {'date': '2024-06-26', 'status': 'success'}]",True,2024-06-26,5.166666666666667,102.96666666666665,0,150,1
U1032,2024-01-22,basic,UK,TV,"[0, 8, 6, 4, 6, 0]","[0, 127.1, 120.9, 122.9, 183.8, 0]","[{'date': '2024-01-22', 'status': 'success'}, {'date': '2024-02-21', 'status': 'success'}, {'date': '2024-03-22', 'status': 'success'}, {'date': '2024-04-21', 'status': 'success'}, {'date': '2024-05-21', 'status': 'success'}, {'date': '2024-06-20', 'status': 'success'}]",False,,4.0,92.45,0,161,0
U1033,2024-01-28,free,US,desktop,"[5, 2, 8, 4, 4, 6]","[144.0, 172.6, 60.7, 111.3, 52.0, 84.4]","[{'date': '2024-01-28', 'status': 'success'}, {'date': '2024-02-27', 'status': 'success'}, {'date': '2024-03-28', 'status': 'success'}, {'date': '2024-04-27', 'status': 'success'}, {'date': '2024-05-27', 'status': 'success'}, {'date': '2024-06-26', 'status': 'success'}]",False,,4.833333333333333,104.16666666666667,0,155,0
U1034,2024-01-18,basic,US,mobile,"[7, 5, 0, 4, 3, 5]","[198.0, 172.3, 0, 67.7, 144.7, 195.0]","[{'date': '2024-01-18', 'status': 'success'}, {'date': '2024-02-17', 'status': 'failed'}, {'date': '2024-03-18', 'status': 'success'}, {'date': '2024-04-17', 'status': 'success'}, {'date': '2024-05-17', 'status': 'success'}, {'date': '2024-06-16', 'status': 'success'}]",False,,4.0,129.61666666666667,1,165,0
U1035,2024-01-02,premium,US,TV,"[5, 5, 1, 0, 3, 10]","[45.6, 146.3, 169.7, 0, 31.8, 173.2]","[{'date': '2024-01-02', 'status': 'success'}, {'date': '2024-02-01', 'status': 'success'}, {'date': '2024-03-02', 'status': 'success'}, {'date': '2024-04-01', 'status': 'success'}, {'date': '2024-05-01', 'status': 'success'}, {'date': '2024-05-31', 'status': 'success'}]",False,,4.0,94.43333333333334,0,181,0
U1036,2024-01-10,free,IN,mobile,"[1, 2, 2, 8, 8, 7]","[169.7, 122.6, 53.3, 67.7, 100.5, 102.5]","[{'date': '2024-01-10', 'status': 'success'}, {'date': '2024-02-09', 'status': 'success'}, {'date': '2024-03-10', 'status': 'failed'}, {'date': '2024-04-09', 'status': 'success'}]",True,2024-04-09,4.666666666666667,102.71666666666665,1,90,1
U1037,2024-01-21,basic,UK,desktop,"[6, 9, 5, 1, 2, 0]","[135.8, 171.8, 100.0, 140.9, 187.1, 0]","[{'date': '2024-01-21', 'status': 'success'}, {'date': '2024-02-20', 'status': 'failed'}, {'date': '2024-03-21', 'status': 'success'}, {'date': '2024-04-20', 'status': 'failed'}, {'date': '2024-05-20', 'status': 'success'}, {'date': '2024-06-19', 'status': 'success'}]",False,,3.8333333333333335,122.60000000000001,2,162,0
U1038,2024-01-20,premium,US,mobile,"[0, 0, 1, 10, 5, 10]","[0, 0, 120.6, 52.9, 127.8, 150.1]","[{'date': '2024-01-20', 'status': 'success'}, {'date': '2024-02-19', 'status': 'success'}, {'date': '2024-03-20', 'status': 'success'}, {'date': '2024-04-19', 'status': 'success'}, {'date': '2024-05-19', 'status': 'success'}, {'date': '2024-06-18', 'status': 'success'}]",False,,4.333333333333333,75.23333333333333,0,163,0
U1039,2024-01-19,free,UK,mobile,"[4, 0, 9, 10, 5, 7]","[133.6, 0, 143.9, 70.1, 166.9, 109.2]","[{'date': '2024-01-19', 'status': 'success'}, {'date': '2024-02-18', 'status': 'success'}, {'date': '2024-03-19', 'status': 'success'}, {'date': '2024-04-18', 'status': 'success'}, {'date': '2024-05-18', 'status': 'success'}, {'date': '2024-06-17', 'status': 'success'}]",False,,5.833333333333333,103.95,0,164,0
U1040,2024-01-20,basic,IN,desktop,"[3, 10, 8, 4, 1, 1]","[64.2, 188.4, 133.0, 119.9, 80.8, 45.0]","[{'date': '2024-01-20', 'status': 'success'}, {'date': '2024-02-19', 'status': 'failed'}, {'date': '2024-03-20', 'status': 'success'}, {'date': '2024-04-19', 'status': 'failed'}, {'date': '2024-05-19', 'status': 'success'}, {'date': '2024-06-18', 'status': 'success'}]",False,,4.5,105.21666666666665,2,163,0
U1041,2024-01-09,basic,IN,desktop,"[7, 2, 5, 9, 8, 8]","[50.6, 179.5, 58.7, 198.9, 59.8, 183.0]","[{'date': '2024-01-09', 'status': 'success'}, {'date': '2024-02-08', 'status': 'success'}, {'date': '2024-03-09', 'status': 'success'}, {'date': '2024-04-08', 'status': 'success'}]",True,2024-04-08,6.5,121.75,0,90,1
U1042,2024-01-05,free,IN,TV,"[10, 4, 4, 1, 2, 0]","[83.2, 153.2, 136.5, 90.9, 187.0, 0]","[{'date': '2024-01-05', 'status': 'success'}, {'date': '2024-02-04', 'status': 'success'}, {'date': '2024-03-05', 'status': 'success'}, {'date': '2024-04-04', 'status': 'success'}]",True,2024-04-04,3.5,108.46666666666665,0,90,1
U1043,2024-01-13,premium,US,TV,"[7, 4, 7, 5, 5, 9]","[147.5, 59.1, 127.8, 198.4, 81.3, 158.0]","[{'date': '2024-01-13', 'status': 'success'}, {'date': '2024-02-12', 'status': 'success'}, {'date': '2024-03-13', 'status': 'success'}, {'date': '2024-04-12', 'status': 'success'}, {'date': '2024-05-12', 'status': 'success'}, {'date': '2024-06-11', 'status': 'success'}]",True,2024-06-11,6.166666666666667,128.6833333333333,0,150,1
U1044,2024-01-09,premium,IN,mobile,"[5, 6, 1, 8, 8, 10]","[180.5, 37.7, 38.0, 148.8, 147.7, 39.0]","[{'date': '2024-01-09', 'status': 'success'}, {'date': '2024-02-08', 'status': 'success'}, {'date': '2024-03-09', 'status': 'success'}, {'date': '2024-04-08', 'status': 'success'}, {'date': '2024-05-08', 'status': 'success'}, {'date': '2024-06-07', 'status': 'success'}]",False,,6.333333333333333,98.61666666666667,0,174,0
U1045,2024-01-09,basic,US,TV,"[7, 9, 1, 9, 5, 6]","[148.4, 82.1, 173.5, 139.8, 195.0, 116.0]","[{'date': '2024-01-09', 'status': 'failed'}, {'date': '2024-02-08', 'status': 'success'}, {'date': '2024-03-09', 'status': 'failed'}, {'date': '2024-04-08', 'status': 'success'}, {'date': '2024-05-08', 'status': 'failed'}, {'date': '2024-06-07', 'status': 'failed'}]",False,,6.166666666666667,142.46666666666667,4,174,0
U1046,2024-01-29,basic,IN,mobile,"[8, 10, 7, 8, 5, 1]","[133.9, 141.1, 158.6, 124.2, 155.7, 120.5]","[{'date': '2024-01-29', 'status': 'failed'}, {'date': '2024-02-28', 'status': 'success'}, {'date': '2024-03-29', 'status': 'success'}, {'date': '2024-04-28', 'status': 'success'}, {'date': '2024-05-28', 'status': 'success'}, {'date': '2024-06-27', 'status': 'failed'}]",False,,6.5,139.0,2,154,0
U1047,2024-01-04,free,IN,desktop,"[1, 10, 10, 10, 10, 1]","[162.9, 181.6, 48.5, 184.5, 35.0, 159.4]","[{'date': '2024-01-04', 'status': 'failed'}, {'date': '2024-02-03', 'status': 'failed'}, {'date': '2024-03-04', 'status': 'success'}, {'date': '2024-04-03', 'status': 'success'}, {'date': '2024-05-03', 'status': 'failed'}, {'date': '2024-06-02', 'status': 'success'}]",False,,7.0,128.65,3,179,0
U1048,2024-01-16,premium,IN,mobile,"[10, 2, 0, 6, 2, 10]","[143.9, 66.6, 0, 167.4, 96.2, 150.9]","[{'date': '2024-01-16', 'status': 'success'}, {'date': '2024-02-15', 'status': 'success'}, {'date': '2024-03-16', 'status': 'success'}, {'date': '2024-04-15', 'status': 'success'}, {'date': '2024-05-15', 'status': 'success'}, {'date': '2024-06-14', 'status': 'success'}]",True,2024-06-14,5.0,104.16666666666667,0,150,1
U1049,2024-01-09,free,UK,mobile,"[1, 1, 10, 9, 4, 8]","[166.2, 66.0, 47.9, 52.6, 81.4, 113.6]","[{'date': '2024-01-09', 'status': 'success'}, {'date': '2024-02-08', 'status': 'success'}, {'date': '2024-03-09', 'status': 'failed'}, {'date': '2024-04-08', 'status': 'success'}, {'date': '2024-05-08', 'status': 'success'}]",True,2024-05-08,5.5,87.95,1,120,1
U1050,2024-01-24,basic,US,desktop,"[2, 1, 0, 0, 4, 10]","[182.8, 83.9, 0, 0, 110.7, 145.4]","[{'date': '2024-01-24', 'status': 'success'}, {'date': '2024-02-23', 'status': 'success'}, {'date': '2024-03-24', 'status': 'success'}, {'date': '2024-04-23', 'status': 'failed'}, {'date': '2024-05-23', 'status': 'success'}, {'date': '2024-06-22', 'status': 'success'}]",False,,2.8333333333333335,87.13333333333334,1,159,0
U1051,2024-01-21,basic,US,mobile,"[0, 4, 3, 2, 8, 10]","[0, 198.4, 42.5, 102.7, 70.8, 118.6]","[{'date': '2024-01-21', 'status': 'failed'}, {'date': '2024-02-20', 'status': 'success'}, {'date': '2024-03-21', 'status': 'success'}, {'date': '2024-04-20', 'status': 'success'}, {'date': '2024-05-20', 'status': 'success'}, {'date': '2024-06-19', 'status': 'success'}]",False,,4.5,88.83333333333333,1,162,0
U1052,2024-01-21,premium,US,desktop,"[2, 4, 9, 6, 1, 2]","[58.0, 97.6, 62.1, 99.2, 164.5, 64.5]","[{'date': '2024-01-21', 'status': 'success'}, {'date': '2024-02-20', 'status': 'success'}, {'date': '2024-03-21', 'status': 'success'}, {'date': '2024-04-20', 'status': 'success'}, {'date': '2024-05-20', 'status': 'success'}, {'date': '2024-06-19', 'status': 'success'}]",False,,4.0,90.98333333333333,0,162,0
U1053,2024-01-23,basic,IN,mobile,"[1, 9, 9, 5, 0, 5]","[127.5, 194.8, 180.7, 116.2, 0, 68.3]","[{'date': '2024-01-23', 'status': 'success'}, {'date': '2024-02-22', 'status': 'success'}, {'date': '2024-03-23', 'status': 'failed'}, {'date': '2024-04-22', 'status': 'success'}, {'date': '2024-05-22', 'status': 'failed'}]",True,2024-05-22,4.833333333333333,114.58333333333333,2,120,1
U1054,2024-01-16,basic,US,TV,"[6, 2, 5, 9, 7, 6]","[91.1, 81.2, 102.9, 138.4, 199.2, 105.5]","[{'date': '2024-01-16', 'status': 'failed'}, {'date': '2024-02-15', 'status': 'success'}, {'date': '2024-03-16', 'status': 'success'}, {'date': '2024-04-15', 'status': 'success'}]",True,2024-04-15,5.833333333333333,119.71666666666665,1,90,1
U1055,2024-01-06,premium,IN,TV,"[4, 3, 3, 2, 3, 8]","[74.6, 154.4, 159.8, 40.4, 76.7, 85.1]","[{'date': '2024-01-06', 'status': 'success'}, {'date': '2024-02-05', 'status': 'success'}, {'date': '2024-03-06', 'status': 'success'}, {'date': '2024-04-05', 'status': 'success'}, {'date': '2024-05-05', 'status': 'success'}, {'date': '2024-06-04', 'status': 'success'}]",False,,3.8333333333333335,98.5,0,177,0
U1056,2024-01-08,premium,IN,desktop,"[6, 7, 6, 0, 4, 10]","[75.5, 107.3, 140.0, 0, 73.5, 196.5]","[{'date': '2024-01-08', 'status': 'success'}, {'date': '2024-02-07', 'status': 'success'}, {'date': '2024-03-08', 'status': 'success'}, {'date': '2024-04-07', 'status': 'success'}, {'date': '2024-05-07', 'status': 'success'}, {'date': '2024-06-06', 'status': 'success'}]",False,,5.5,98.8,0,175,0
U1057,2024-01-04,premium,US,TV,"[2, 7, 2, 5, 9, 10]","[37.5, 181.4, 167.9, 47.4, 60.3, 95.2]","[{'date': '2024-01-04', 'status': 'success'}, {'date': '2024-02-03', 'status': 'success'}, {'date': '2024-03-04', 'status': 'success'}, {'date': '2024-04-03', 'status': 'success'}, {'date': '2024-05-03', 'status': 'success'}, {'date': '2024-06-02', 'status': 'success'}]",False,,5.833333333333333,98.28333333333335,0,179,0
U1058,2024-01-20,premium,UK,mobile,"[3, 3, 5, 7, 9, 10]","[198.6, 86.3, 105.2, 105.1, 156.2, 73.7]","[{'date': '2024-01-20', 'status': 'success'}, {'date': '2024-02-19', 'status': 'success'}, {'date': '2024-03-20', 'status': 'success'}, {'date': '2024-04-19', 'status': 'success'}, {'date': '2024-05-19', 'status': 'success'}, {'date': '2024-06-18', 'status': 'success'}]",False,,6.166666666666667,120.84999999999998,0,163,0
U1059,2024-01-31,free,IN,desktop,"[9, 8, 4, 7, 9, 2]","[124.3, 55.5, 166.7, 133.3, 90.2, 54.4]","[{'date': '2024-01-31', 'status': 'success'}, {'date': '2024-03-01', 'status': 'success'}, {'date': '2024-03-31', 'status': 'success'}, {'date': '2024-04-30', 'status': 'success'}, {'date': '2024-05-30', 'status': 'success'}, {'date': '2024-06-29', 'status': 'success'}]",False,,6.5,104.06666666666666,0,152,0
U1060,2024-01-20,premium,IN,desktop,"[0, 6, 6, 2, 9, 7]","[0, 197.5, 109.2, 106.8, 106.3, 197.4]","[{'date': '2024-01-20', 'status': 'success'}, {'date': '2024-02-19', 'status': 'success'}, {'date': '2024-03-20', 'status': 'success'}, {'date': '2024-04-19', 'status': 'success'}, {'date': '2024-05-19', 'status': 'success'}, {'date': '2024-06-18', 'status': 'success'}]",False,,5.0,119.53333333333332,0,163,0
U1061,2024-01-27,free,US,TV,"[6, 1, 3, 5, 4, 10]","[56.1, 105.2, 166.7, 95.2, 71.2, 70.6]","[{'date': '2024-01-27', 'status': 'success'}, {'date': '2024-02-26', 'status': 'failed'}, {'date': '2024-03-27', 'status': 'success'}, {'date': '2024-04-26', 'status': 'success'}, {'date': '2024-05-26', 'status': 'success'}, {'date': '2024-06-25', 'status': 'success'}]",False,,4.833333333333333,94.16666666666667,1,156,0
